seq_id,ID,ratio_DCA_CA,ratio_DCA_GCA,ratio_DCA_TCA,ratio_LCA_GCA,ratio_LCA_TCA,ratio_CA_GCA,ratio_CA_TCA
210628-LD-015.01,LD-015.01,2.0700661153488073e-4,345.21084335353106,0.00415464649013973,1,1.2035098462666044e-5,1667631.9697903118,20.07011495591613
210714-LD-015.03,LD-015.03,8.543725830752491e-7,1,1,611.2181111898755,611.2181111898755,1170449.543688043,1170449.543688043
210630-LD-018.01,LD-018.01,5.927476226159083e-7,1,1,7793.488002519281,7793.488002519281,1687058.6432499036,1687058.6432499036
210714-LD-018.02,LD-018.02,6.88604820211833e-7,1,1,1,1,1452211.7339991515,1452211.7339991515
210630-LD-019.01,LD-019.01,4.015796379410833e-6,1,1,1170.0032221824338,1170.0032221824338,249016.60978804715,249016.60978804715
210630-LD-019.02,LD-019.02,1.3792903198305023e-6,1,1,1,1,725010.525791907,725010.525791907
210805-LD-019.03,LD-019.03,0.0016894701087985795,548.4540037022359,548.4540037022359,1,1,324630.78266134823,324630.78266134823
210630-LD-020.01,LD-020.01,0.003283951232872954,13179.378298844538,3.5844114440902666,3589.8775105617824,0.9763433251527545,4013268.579300614,1091.4935058138656
210828-LD-020.02,LD-020.02,32.51363975944998,192.90375211627457,90.72572649334319,74.71154880155314,35.13803888261391,5.933010070341563,2.790389730727519
211004-LD-020-04,LD-020.04,9.285594041391859e-6,1.817152051236991e-7,7.70045982336327e-7,1.817152051236991e-7,7.70045982336327e-7,0.019569583196689156,0.08292910274816422
211004-LD-020-06,LD-020.06,52.72153817366503,48.5962967436836,320.7367633424915,14.422262398442243,95.18728939677331,0.9217541526122993,6.083600260030025
220418-LD-021.01,LD-021.01,1.448727544108625e-6,6.166787427150491e-5,2.3796554891981202e-6,6.166787427150491e-5,2.3796554891981202e-6,42.56692331300155,1.6425831750595161
210630-LD-022.01,LD-022.01,35.401950735136,537291.6648504206,537291.6648504206,2692028.7671132763,2692028.7671132763,15176.89431495551,15176.89431495551
210630-LD-022.02,LD-022.02,0.0016468762221827798,2221.528131574014,2221.528131574014,7931.40190181844,7931.40190181844,1348934.4867883192,1348934.4867883192
210828-LD-022.03,LD-022.03,0.004485635694793032,5.176381262305806,0.9268835869522025,10.723063177687868,1.9200732630778241,1153.9905633251933,206.63371928044396
211126-LD-022.04,LD-022.04,4.4371309070628065e-6,1,1,27452.755165291317,27452.755165291317,225370.85809396545,225370.85809396545
211126-LD-022.06,LD-022.06,33.041246038679006,383591.16889926005,383591.16889926005,5659693.686714843,5659693.686714843,11609.464378256725,11609.464378256725
210630-LD-023.01,LD-023.01,0.01682117556753247,2.985735973982506,20.114843624813183,1.1236174718402108,7.569788466602774,177.4986511492959,1195.8048677428949
210630-LD-024.01,LD-024.01,1.7355261601031584e-6,1,1,1,1,576194.138116916,576194.138116916
210714-LD-024.04,LD-024.04,5.267411110537723e-7,1.644184125256623e-7,2.5508478377093976e-7,1.644184125256623e-7,2.5508478377093976e-7,0.3121427378180809,0.48426974545546614
210805-LD-024.05,LD-024.05,4.30371715398225e-4,0.2683913957332488,0.17773443642889128,0.02430526401366998,0.01609545786638603,623.6269395280891,412.9788972410345
210805-LD-024.06,LD-024.06,6.11084292101418e-5,0.0177813720015268,0.01039585896216662,0.0023492364792394994,0.00137347844164408,290.98067535625233,170.12152163847932
210805-LD-024.07,LD-024.07,4.2936812312263244e-4,0.15269582706206447,0.17649502122817906,3.778896020151667e-5,4.36787531216986e-5,355.62916490298653,411.05757908760745
210805-LD-024.08,LD-024.08,5.492482765516391e-4,0.3443159574918502,0.1984170036535254,1.0935035882600785e-4,6.301471097867391e-5,626.8858222980302,361.25193673661107
210805-LD-024.09,LD-024.09,6.124334680453103e-4,0.35934693532089257,0.012058976672131922,7.893036395281331e-5,2.6487478369055647e-6,586.7526091737145,19.690264006342236
211126-LD-024.12,LD-024.12,2.408839561991507e-4,0.0011142136747965482,3.6734472329828577e-4,2.0425133004407142e-7,6.73395507661909e-8,4.62552048869279,1.5249862593363572
211126-LD-024.13,LD-024.13,3.1226582791586997e-7,3.3678998262883613e-6,8.738200271324401e-6,3.3678998262883613e-6,8.738200271324401e-6,10.785361461952007,27.983210105457424
220107-LD-024.15,LD-024.15,9.635559672432918e-7,0.0013294543999999998,1,0.0013294543999999998,1,1379.7376023766774,1037822.434809857
211203-LD-024.16,LD-024.16,3.297907707468377e-7,1,5.37321866527633e-5,1,5.37321866527633e-5,3032225.5463226563,162.92810902828614
211203-LD-024.18,LD-024.18,4.923873251326581e-7,5.348379770114942e-4,1,5.348379770114942e-4,1,1086.2139411638982,2030921.489968455
210714-LD-027.01,LD-027.01,1.8332700372681964e-6,1,1,1,1,545473.3779918894,545473.3779918894
210714-LD-027.02,LD-027.02,0.0017698513397206594,3.730725493972887,300.26032095527864,0.012424970046337054,1,2107.9315591340674,169652.84835881728
210811-LD-028.02,LD-028.02,5.234147791336561e-4,0.10685831678148996,0.20755693715932377,0.26576961107704383,0.5162193091434802,204.1560938694917,396.54389870852935
211004-LD-028-03,LD-028.03,5.135441218928018e-4,0.05513181640600597,0.02951295682871617,0.013231712017836158,0.007083150365962951,107.35555925127363,57.46917464450456
211004-LD-028-06,LD-028.06,2.626005157097331e-4,0.019700977269770274,0.0011481547050161789,4.200298248781369e-6,2.4478949093603924e-7,75.02261454637376,4.372248477551727
211126-LD-028.07,LD-028.07,1.531421042958362e-7,9.088067187500001e-6,1.846261805804371e-5,9.088067187500001e-6,1.846261805804371e-5,59.344014040344476,120.55873296855106
220325-LD-028.09,LD-028.09,5.414105093988566e-4,0.033167341733375905,0.014017608341733276,3.4421441041574193e-6,1.454763191327179e-6,61.26098617886553,25.89090551141577
220325-LD-028.10,LD-028.10,6.581470122215737e-4,0.013511042571472561,0.013048399691804222,9.298741806554757e-6,8.980335831300103e-6,20.528912720983218,19.825965095183495
220325-LD-028.11,LD-028.11,4.7096337609006607e-7,5.585942857142858e-5,4.290521815154038e-6,5.585942857142858e-5,4.290521815154038e-6,118.60673548583136,9.110096523372823
220401-LD-028.12,LD-028.12,3.0689910832801666e-4,0.011765553406220201,0.00993192300861069,7.822949562878278e-6,6.6037635524798155e-6,38.336877126554135,32.36217616505864
220401-LD-028.13,LD-028.13,1.7396083799179934e-5,0.00290361644130854,0.03835150079732239,2.8476685434516525e-5,3.7612530656934304e-4,166.91207485706747,2204.60542959274
220706-LD-028.14,LD-028.14,6.84701853721839e-4,0.16322852976255117,0.03340314476686138,6.098414678899083e-6,1.2479817631387745e-6,238.39358528867513,48.78494863901953
220610-LD-028.15,LD-028.15,0.002765791275751649,1.1765230465071332,0.278147822874271,1.506882574847045,0.35624980638094117,425.383888083671,100.56717775952914
210714-LD-029.02,LD-029.02,195.35991065437096,1724638.1487229455,1724638.1487229455,3891194.1195502765,3891194.1195502765,8828.004389161297,8828.004389161297
210805-LD-029.03,LD-029.03,8.059240549738963e-4,0.17870940340866465,0.9745291632940299,0.6338537137563721,3.4564993085745006,221.74471937613652,1209.2071917689498
220614-LD-029.04,LD-029.04,0.004495568192940279,0.5683526723815499,0.3310837781160626,0.5538690416476493,0.3226465956812125,126.4251031213531,73.64670357708904
210828-LD-029.05,LD-029.05,0.0035033465518870925,0.5095165352722001,0.12293564172445126,0.11566102961877944,0.027906577930977727,145.43709214201115,35.090916614638495
210828-LD-029.06,LD-029.06,0.010635813787603213,1.0713077316394921,0.044095478586275334,0.0673313091975032,0.002771385116730859,100.72644679885018,4.145943081259255
220325-LD-029.09,LD-029.09,6.62729186618404e-7,1,1.1375092052980131e-4,1,1.1375092052980131e-4,1508911.966141903,171.64012514707386
220401-LD-029.10,LD-029.10,1.8061026718570294e-7,5.003323010752688e-5,8.378726341463414e-6,5.003323010752688e-5,8.378726341463414e-6,277.02317751450346,46.39119620397014
220418-LD-029.11,LD-029.11,1.744893243300996e-7,4.4741253846153845e-5,1.2850166334164589e-5,4.4741253846153845e-5,1.2850166334164589e-5,256.4125571459728,73.64442715048052
220610-LD-029.12,LD-029.12,87.0428678538884,1684201.7895517081,1684201.7895517081,4800985.389894039,4800985.389894039,19349.107297094546,19349.107297094546
210805-LD-032.02,LD-032.02,0.0030712237344395275,2.711238958937138,33.06959789816066,45.202658641045204,551.3471028659119,882.7878374780522,10767.563928127685
210828-LD-032.03,LD-032.03,0.004659253531258631,3.719894992426081e-5,1.5345272042372103e-4,3.682724687182142e-8,1.5191937486685021e-7,0.007983886190072178,0.03293504407824486
210828-LD-032.04,LD-032.04,0.0022718381572780356,6.111968965814526e-5,1.162832671076549e-4,1.5190503159239914e-7,2.8900692170484e-7,0.026903188267325684,0.05118466151962942
210806-LD-032.05,LD-032.05,6.121252923538231e-5,1.5885354554361817e-7,5.992530091058158e-7,1.5885354554361817e-7,5.992530091058158e-7,0.0025951148813468244,0.009789711625891014
210806-LD-032.06,LD-032.06,2.0112688177339905e-5,6.774457602590346e-8,2.942136494958376e-7,6.774457602590346e-8,2.942136494958376e-7,0.0033682506996865957,0.014628260872025818
210811-LD-032.07,LD-032.07,0.0012575543938597843,0.09272763273637964,0.11319473488223099,0.02493584892629272,0.030439759163264836,73.7364786677519,90.01180023299418
210806-LD-033.03,LD-033.03,0.0333821407117147,0.004250745170314518,0.009750066886402082,6.041797571901578e-7,1.3858259688567356e-6,0.12733590715537352,0.2920743450997592
210806-LD-033.04,LD-033.04,0.010480165453063664,6.220771536181511e-4,0.0016903023173734243,3.5887691370307813e-7,9.751370474802717e-7,0.0593575699166371,0.16128584276112726
210806-LD-033.05,LD-033.05,0.002751556634088938,0.052847773196081416,0.007170613574964565,7.342256906119107e-4,9.962290529546625e-5,19.206500255656096,2.6060207106508675
210828-LD-033.06,LD-033.06,2.5204298006554255,272.7133263759845,139.55702933621032,151.40032686075398,77.47688804942362,108.20111962851206,55.37032981435119
210714-LD-034.01,LD-034.01,2.210544504602058e-6,1.3338370073097321e-6,5.880579622486476e-7,1.3338370073097321e-6,5.880579622486476e-7,0.6033974907688409,0.26602403209905506
210805-LD-034.03,LD-034.03,0.01859878580728324,0.0036905624663183907,0.0018387425775685878,5.811942271794212e-6,2.89567398223162e-6,0.1984302902651406,0.0988635815596382
210805-LD-034.05,LD-034.05,4.0087450592853654e-4,0.024830245307414893,2.0656101710607623e-4,1.116037643206368e-4,9.284236537145043e-7,61.94019559787459,0.5152760129448083
210805-LD-034.06,LD-034.06,0.0017322996662239817,1.1190167955235002,0.19775932344613426,0.980734095075007,0.1733211797163924,645.9718357867617,114.15999627662833
210805-LD-035.01,LD-035.01,1.8187002540408724e-7,0.001126365488890011,3.6787782356808676e-5,6.521951789774649,0.21301091461908014,6193.244248948665,202.27512628907306
210828-LD-035.02,LD-035.02,0.019115739433293425,5.059130116618081,21.160476235611785,2.217538122042387e-4,9.275144471755333e-4,264.657829966374,1106.9661369602627
210714-LD-037.01,LD-037.01,2.3501822376516124e-4,0.06140016950038673,0.06046468022306198,1.6991698805294615e-4,1.673281430765842e-4,261.2570570771568,257.2765603210434
210805-LD-037.02,LD-037.02,0.625655929506641,3.3081640282326723,3.4016824319179575,2.6405794617051743,2.715225934478395,5.287513267621894,5.436985843961143
210805-LD-037.03,LD-037.03,14.491418281180076,297733.8059294813,297733.8059294813,341593.82244512485,341593.82244512485,20545.52564507413,20545.52564507413
220325-LD-037.04,LD-037.04,9.492410722589047e-7,1.050359006772009e-4,1.7210810621242483e-5,1.050359006772009e-4,1.7210810621242483e-5,110.65250308569924,18.131127196472857
210714-LD-038.01,LD-038.01,109.19374656795891,2128583.8677175352,2128583.8677175352,3183977.180304692,3183977.180304692,19493.642581379587,19493.642581379587
210805-LD-039.01,LD-039.01,224.83541297175466,2416.1225650293245,3071604.8166692695,4309.3166610366,5478413.22463395,10.746183321809958,13661.57037305838
210714-LD-040.01,LD-040.01,1.8185092947306711,343.5628455625841,324.0794938779566,128.37960884981973,121.09923758540046,188.92553728380432,178.21162356277873
220207-LD-040.02,LD-040.02,488.4443850393646,24983.456144943757,22550715.070733164,9783.366102401618,8830719.822268402,51.14902926549211,46168.43956332052
210805-LD-041.01,LD-041.01,3.063292294981538,13554.12112477455,17.055110711827577,118110.83265844664,148.6185130494364,4424.690763914267,5.5675753632026055
210805-LD-042.03,LD-042.03,0.26893747669327894,0.04809211053790731,0.07257691678754448,7.463889873398935e-7,1.1263928910462042e-6,0.17882264357211913,0.2698653890856494
220207-LD-042.04,LD-042.04,71.15965992047819,406.0920722934429,2347660.5450634733,803.2071224646836,4643423.990709485,5.706773651634309,32991.45256859031
210805-LD-043.01,LD-043.01,4.313002129418274e-6,1,9.39805562021583e-6,1,9.39805562021583e-6,231857.0615069178,2.179005559981816
210805-LD-043.02,LD-043.02,0.0037746312184169153,0.7182384912060639,0.0419051502145369,1.5311792769872435e-4,8.933564323431337e-6,190.2804405637523,11.101786582508042
210805-LD-044.01,LD-044.01,563.0687558620137,563.0687558620137,563.0687558620137,799.0645173934736,799.0645173934736,1,1
210828-LD-044.02.2,LD-044.02,0.002155210006267908,300.86137731967756,300.86137731967756,1,1,139597.24409440142,139597.24409440142
210828-LD-044.03,LD-044.03,0.006444414251005182,458.8411111235167,458.8411111235167,1,1,71199.81634513145,71199.81634513145
210828-LD-044.04,LD-044.04,0.020549523026869607,433.3499382833215,433.3499382833215,292.3217053516796,292.3217053516796,21088.077699744812,21088.077699744812
210805-LD-045.01,LD-045.01,0.11962536718621378,3.4572337223450615,7567.062279472677,1.7238486366899177,3773.094630515329,28.900506670657816,63256.3348181283
210805-LD-045.02,LD-045.02,0.09478771754853202,141.4119705022909,5.312417006245245,11.372075927891393,0.4272142545009209,1491.880743197418,56.04541541497977
210805-LD-045.03,LD-045.03,0.05146936550589723,13.869683545700102,14.758878495353578,3.397290228240301,3.615092840931843,269.47453906559133,286.7507370702392
210805-LD-046.01,LD-046.01,0.14832101510272097,93.18598006116211,241.63822409677633,188.90757224848915,489.85148030420487,628.272264699816,1629.1570276095247
210805-LD-047.01,LD-047.01,0.025395163440081903,2.3818915070361433,2.8584622806852398,0.8464748000478101,1.0158381606969347,93.79311586854121,112.55931813274523
210828-LD-047.05,LD-047.05,1.7517200705063267e-4,2.5841209751907895e-5,2.594273681367847e-5,2.5841209751907895e-5,2.594273681367847e-5,0.14751905962028858,0.14809864458640265
210828-LD-048.01,LD-048.01,53.877707141101666,274.33529449507597,224.89378175884391,680.3093668761377,557.702014115014,5.091814575119398,4.1741527932854305
210828-LD-048.02,LD-048.02,9.008905961120561,18.0595487283031,14.606355808813925,26.557178348998686,21.4791411501705,2.004632838464748,1.6213240399944338
210805-LD-049.01,LD-049.01,0.0171223992162233,6.620729886166861,21.714396804054953,0.06495632895729862,0.213041088545318,386.67068805952067,1268.186574196961
210828-LD-049.02,LD-049.02,0.004574643137900866,0.15066282308337092,0.01940599538706244,2.149233441108545e-5,2.768301654668529e-6,32.9343335735046,4.242078518930579
210828-LD-049.03,LD-049.03,0.004285106032740873,0.23819589095881397,0.9482767476557187,0.01977368092159699,0.07872059319762204,55.586930437391594,221.29598203878624
210828-LD-049.04,LD-049.04,0.002767415417198696,0.16610041412821183,8.538002865003898,2.7846142429682825e-5,0.0014313657500000002,60.02005087344142,3085.1901785119253
210828-LD-050.02,LD-050.02,62.5340940528661,305.9309204798427,357.31050077699354,836.924874761604,977.4822552906832,4.8922259946903495,5.713851078979804
210805-LD-051.01,LD-051.01,0.002883591245648599,1.2911258377326096,1.7197600313150965,15.29624565039665,20.374367184012208,447.7492570006051,596.3952186046657
210805-LD-051.02,LD-051.02,0.0022088853524884137,0.5473342587418379,0.8218464367089048,5.848650745985012,8.78200605639385,247.7875359738522,372.06387184516205
211004-LD-051-03,LD-051.03,0.010172527479649423,0.7286460578589162,4.224625118234776,4.940707911334782,28.645785589534682,71.62881194635295,415.297488916724
210811-LD-051.05,LD-051.05,0.0033149543873431755,0.9793711785753071,6.222026379355066,9.898030921358458,62.883011919907055,295.44031806731437,1876.9568604356607
210828-LD-051.06,LD-051.06,0.0010535846407452607,1.3019600620044738,0.625600731438356,7.472401808973078,3.5905402736376635,1235.7432062444675,593.7830784965059
210828-LD-051.10,LD-051.10,0.0021115268614931423,1.3591921560156632,1.078978384038954,7.577687578652334,6.0154563592641335,643.7010964921024,510.99439164887855
211004-LD-051-14,LD-051.14,9.056594235367712e-8,4.906253057781527e-6,1.2571155647718955e-5,4.906253057781527e-6,1.2571155647718955e-5,54.17326790043968,138.80665646503428
210805-LD-052.01,LD-052.01,153.3670828456756,1359.8526052914253,7791.00190575594,6219.361243687123,35632.57893804364,8.866652348468843,50.799700699762106
210805-LD-053.01,LD-053.01,2.8070215948195,1200.6733187411664,1200.6733187411664,350.3710824739186,350.3710824739186,427.7392525077361,427.7392525077361
210805-LD-054.01,LD-054.01,3.533267301219638e-4,0.03332706305204191,0.5892894517869962,0.032209702962710994,0.5695322798615168,94.32363931406447,1667.8315042385304
210828-LD-054.02.2,LD-054.02,5.100579758819507e-4,0.9881085533546954,7.8045258361914565,5.262640598214407,41.56670274324696,1937.2475288640246,15301.252416838508
210828-LD-054.03,LD-054.03,0.0016454469949271624,1.7938291063379628,51.1561938772524,1.4049018198753542,40.0648142134159,1090.177387584198,31089.542255061755
210828-LD-054.04,LD-054.04,2.843253384885499e-4,0.008851696390108495,0.013312894280151607,5.787425870646766e-5,8.704251182432432e-5,31.132281199992182,46.82275013166908
210806-LD-054.05,LD-054.05,0.001373685961580433,15.632549758079815,26204.925679720847,153.7120351432016,257668.2959172623,11380.002559023374,19076358.36182816
210805-LD-055.01,LD-055.01,7.073744682524482e-4,1.6480722616110175,0.38722421840385657,0.39156805631098096,0.0920012053407909,2329.8441427813204,547.4105099672098
210805-LD-057.01,LD-057.01,245.23431923210973,328.76997816472004,2885655.839189038,3375.9823889879412,29631426.04493383,1.3406360871275336,11766.933144695047
210805-LD-058.01,LD-058.01,210.10340846549826,261.86151577680187,839.5926834588029,449.0186577370768,1439.6646970220418,1.2463458717272689,3.996092636434668
210805-LD-060.01,LD-060.01,1.2926916097667036,2.0377336462584235,1.965981937380528,9.552516328041483,9.216157662187639,1.5763494021796736,1.5208437360673634
210805-LD-060.02,LD-060.02,0.2968428675780515,100.63672032053249,65.23594432555254,40.96315092072166,26.553625996078807,339.0235417870406,219.76591473399463
210805-LD-060.03,LD-060.03,0.08032601972404178,11206.701522276762,2.985698103386661,1,2.6642077487757385e-4,139515.21014955218,37.16975039525124
210828-LD-060.04,LD-060.04,0.02301552472492457,2.4296478897881673,5.56064801977177,7.50498451612903e-4,0.0017176389,105.56560924969874,241.60422524496641
210828-LD-060.05,LD-060.05,1.4427122614840994e-4,0.005816363,1,0.005816363,1,40.31547492371613,6931.389069718677
210806-LD-060.06,LD-060.06,0.0016030862227470826,0.16062140741217704,662.7704938450797,2.4234845833333334e-4,1,100.19511435693882,413434.0900948809
210806-LD-060.07,LD-060.07,0.0018610583535951352,0.6728324542609955,2472.643765498952,2.721105497076023e-4,1,361.5321641910037,1328622.3727065702
210806-LD-060.08,LD-060.08,7.520300476372146e-4,0.06735626034245994,0.07209517402227572,6.44472354570637e-5,6.898148192771084e-5,89.5659163541204,95.86741148015275
210806-LD-060.09,LD-060.09,6.335162842522708e-4,0.065355197965889,1.1648363850658436,5.454971160609614e-5,9.722484339622641e-4,103.16261726883106,1838.684204370029
210806-LD-060.10,LD-060.10,2.899583659302056e-4,0.23343995054339323,0.12324836699595976,0.15566433233837937,0.08218548160056834,805.0809287550728,425.05539235114264
211004-LD-060-11,LD-060.11,0.0011706916836177806,0.014029430086299859,0.012208350576077713,1.1964440101823044e-6,1.0411405047178389e-6,11.9838812239144,10.4283226291916
211004-LD-060-12,LD-060.12,0.0017476441610881658,0.012032846158110297,0.022608695206347056,5.834564766413398e-4,0.001096265129066091,6.885180877220497,12.936669666363784
211004-LD-060-19,LD-060.19,0.001314262245918415,0.002934014724496953,0.0067327837287282045,2.9065465675557496e-7,6.669751611483601e-7,2.2324423710784176,5.12286170407588
210805-LD-61.01,LD-061.01,3.4571559065457413,275051.2765138149,275051.2765138149,510972.8851687261,510972.8851687261,79559.98628613648,79559.98628613648
210828-LD-061.02,LD-061.02,0.14887382823998924,51.41604062285717,2619.196571202734,9.67730742130574,492.97398456408513,345.36655119778953,17593.398397604902
210805-LD-062.01,LD-062.01,7.572119540665257,2386.1432978269854,444.4296891326119,645.7107881408754,120.26647565733535,315.1222435161593,58.692904509213015
210805-LD-062.02,LD-062.02,2.1153993336229404,414.3556691563071,144.80281550083686,119.29619835752843,41.689849292734074,195.87586257137585,68.45176378723737
210805-LD-063.01,LD-063.01,0.10922437636279886,33299.912799795944,33299.912799795944,56648.556814384356,56648.556814384356,304876.1998803931,304876.1998803931
210828-LD-063.02,LD-063.02,55.12900213693811,476157.3372287923,476157.3372287923,3507965.4502318976,3507965.4502318976,8637.1477583802,8637.1477583802
210805-LD-064.01,LD-064.01,24.688538365205567,420.31272669208454,31.78874666479258,1240.8055892931206,93.84358843645857,17.02460957690578,1.2875912779670096
210828-LD-064.02,LD-064.02,38.381673736281165,786308.5671804309,186.98258564660583,2648035.3674716363,629.6974502884816,20486.562743019582,4.871663151830094
210805-LD-065.01,LD-065.01,4.857561338746792e-4,0.028464537235465517,0.48910339303880096,1.8396700101765818e-4,0.003161087203371062,58.59841029369095,1006.8908222268282
210806-LD-065.02,LD-065.02,0.006939931829380034,2447.1525926587565,2447.1525926587565,13393.649045204229,13393.649045204229,352619.1110838863,352619.1110838863
210828-LD-066.01,LD-066.01,0.027193981855378906,4.364595784852616,0.8885711631194352,2.8770435898848413e-5,5.85726169163593e-6,160.4985914921948,32.675287048618735
210805-LD-068.01,LD-068.01,0.08358158008116598,10.608309198584324,15.901334924276929,4.865191581421077,7.292683438871968,126.92161584266064,190.24927392895853
210828-LD-069.01,LD-069.01,0.003419739711957989,1024.8392360948073,1024.8392360948073,1,1,299683.4035383443,299683.4035383443
210806-LD-069.03,LD-069.03,0.03652783906963438,7.897872130315831,10.144785691997251,8.435517431065017,10.835388966450592,216.2151479932832,277.7275073036176
210811-LD-069.04,LD-069.04,7.977482805783508e-6,1,1,1,1,125352.82423611378,125352.82423611378
