index_column,taxumap1,taxumap2
220401-LD-129.26,37.41941,22.59598
220401-LD-129.27,37.185417,23.59186
220401-LD-129.28,37.320324,23.647137
220401-LD-187.20,40.17565,11.634656
220401-LD-202.03,38.040543,17.496637
220401-LD-203.11,37.945766,22.293177
220401-LD-279.05,41.245876,12.284241
220401-LD-281.02,37.191135,23.776329
220401-LD-281.03,36.848522,24.241941
220401-LD-281.04,36.85643,24.245049
220401-LD-281.05,37.000607,23.556925
220401-LD-281.07,37.162212,23.736738
220401-LD-281.08,36.714836,24.345379
220401-LD-281.09,36.681328,24.414997
220401-LD-281.10,37.187935,23.490393
220401-LD-281.11,37.938507,17.663132
220401-LD-281.12,38.03267,17.982523
220401-LD-284.03,40.942505,13.279027
220401-LD-284.04,41.36247,13.460344
220401-LD-285.03,37.073246,23.854786
220401-LD-292.01,38.04617,17.48726
220401-LD-292.02,38.014492,17.519363
220401-LD-293.01,41.82811,11.077133
220401-LD-293.03,38.34169,22.84458
220401-LD-294.01,36.72916,24.372864
220401-LD-294.02,36.69291,24.333984
220401-LD-294.03,36.70149,24.364128
220401-LD-294.04,39.858112,18.313711
220401-LD-294.05,39.729736,18.572912
220401-LD-294.06,39.829563,18.353949
220401-LD-294.07,37.19165,23.777483
220401-LD-294.08,37.164333,23.727385
220401-LD-295.01,36.676723,24.39292
220401-LD-295.02,37.424774,23.570658
220401-LD-296.01,41.73005,11.85099
220401-LD-297.01,41.76022,11.608764
220401-LD-298.01,41.03997,12.679871
220401-LD-299.01,41.326252,11.802962
220401-LD-299.02,41.2298,10.6209
220401-LD-300.01,40.384407,16.277159
220401-LD-301.01,38.055565,18.08806
220401-LD-302.01,38.02573,17.796436
220401-LD-303.01,38.1728,21.379898
220401-LD-303.02,38.03517,11.890869
220401-LD-303.04,38.115314,11.965857
220401-LD-304.01,41.59487,10.764459
220401-LD-308.01,41.96309,11.181308
220418-LD-021.01,38.345985,22.841478
220418-LD-029.11,37.180565,23.367802
220418-LD-072.17,42.19766,12.043095
220418-LD-072.18,42.152416,11.815079
220418-LD-100.02,40.270935,14.03411
220418-LD-118.08,40.699436,14.961065
220418-LD-118.09,40.41116,17.1288
220418-LD-187.21,40.273502,16.015785
220418-LD-279.06,39.83989,18.32321
220418-LD-279.07,39.84381,18.330084
220418-LD-279.08,39.84739,18.356533
220418-LD-284.06,38.32028,22.715788
220418-LD-284.07,41.481743,13.410169
220418-LD-303.05,38.245327,12.122561
220418-LD-305.02,36.996616,24.104446
220418-LD-308.02,38.02913,18.739235
220418-LD-312.01,40.715496,15.005365
220418-LD-312.02,40.76233,15.000362
220418-LD-312.04,40.375034,16.607012
220418-LD-312.05,37.041306,23.485577
220418-LD-312.06,36.983715,24.147612
220418-LD-313.01,37.002052,23.234379
220418-LD-313.03,39.396023,13.054682
220418-LD-315.01,39.207756,12.178726
220418-LD-315.02,39.10341,12.333444
220418-LD-317.01,37.894764,17.77901
220418-LD-317.02,37.90158,17.67386
220418-LD-317.03,38.061672,18.683506
220418-LD-318.01,40.503075,16.345497
220418-LD-319.01,39.581978,16.788105
220422-LD-313.02,37.055275,23.083006
220429-LD-312.03,40.34849,16.569855
220610-LD-028.15,41.58373,13.314997
220610-LD-029.12,41.48011,13.740258
220610-LD-094.09,39.926502,16.7446
220610-LD-128.05,40.284348,12.675699
220610-LD-139.06,42.012814,11.474772
220610-LD-249.02,38.855072,11.648583
220610-LD-256.06,41.75023,10.8694315
220610-LD-279.09,41.600418,11.3360615
220610-LD-279.10,41.57976,11.08621
220610-LD-302.03,40.412437,14.311475
220610-LD-303.06,37.01722,23.6346
220610-LD-310.01,38.671272,11.583183
220610-LD-310.02,38.68644,11.763328
220610-LD-312.07,37.317566,22.330807
220610-LD-312.08,37.39923,22.192211
220610-LD-312.09,37.360992,23.744312
220610-LD-316.01,40.27665,16.184048
220610-LD-316.02,38.424435,11.537309
220610-LD-317.04,40.777122,11.522401
220610-LD-317.05,38.072468,11.91833
220610-LD-317.06,37.433006,23.418324
220610-LD-318.02,40.73227,15.182136
220610-LD-318.03,40.709896,15.208042
220610-LD-318.04,40.710632,15.197854
220610-LD-318.07,40.683983,15.16328
220610-LD-322.01,41.592075,13.376275
220610-LD-324.01,37.569454,23.069298
220610-LD-326.01,37.884747,17.769398
220610-LD-327.01,40.244213,15.337848
220610-LD-328.01,40.013226,11.740714
220610-LD-329.01,38.236732,21.111197
220610-LD-330.01,36.966827,24.116196
220610-LD-330.02,37.223167,22.92636
220610-LD-330.04,37.173878,23.971222
220610-LD-331.01,41.590637,10.593547
220610-LD-332.01,41.00021,11.820481
220610-LD-333.01,38.399963,11.613769
220610-LD-336.02,41.71896,13.420888
220610-LD-336.03,41.717163,13.474443
220610-LD-336.04,41.91943,11.045157
220610-LD-336.06,41.387505,10.314436
220610-MICU-402.08,39.1176,11.827334
220614-LD-001.07,41.208477,10.89592
220614-LD-011.07,38.724197,11.857909
220614-LD-011.08,38.859646,11.836404
220614-LD-029.04,37.7211,22.831417
220614-LD-074.07,40.741997,12.501441
220614-LD-075.07,40.451004,16.449223
220614-LD-084.07,41.425243,10.369982
220614-LD-088.07,41.798298,12.944673
220614-LD-094.10,38.072212,11.807565
220614-LD-134.07,40.472836,16.832773
220614-LD-134.16,40.577553,16.898684
220614-LD-160.01,38.285698,11.632297
220614-LD-163.01,41.6519,13.18873
220614-LD-179.05,41.005123,10.854477
220614-LD-239.09,38.33963,22.772938
220614-LD-270.06,39.067883,11.827918
220614-LD-315.03,37.613316,22.104683
220614-LD-317.09,37.04752,23.255001
220614-LD-330.05,37.086586,24.108973
220614-LD-336.08,41.541798,10.456272
220614-LD-346.03,40.162155,16.14636
220614-LD-346.04,38.446213,17.51453
220614-LD-347.04,37.20873,23.029184
220614-LD-353.01,38.305557,11.721111
220706-LD-028.14,37.50992,22.059069
220706-LD-123.30,37.995426,17.53889
220706-LD-129.23,37.54327,22.75172
220706-LD-136.14,38.043934,11.816131
220706-LD-208.06,40.53594,16.778957
220706-LD-281.06,36.94103,22.777685
220706-LD-284.05,41.071877,13.312647
220706-LD-302.02,38.048134,17.71176
220706-LD-303.03,38.082718,11.835619
220706-LD-327.02,40.151623,15.419835
220706-LD-363.02,41.62844,13.272425
