index_column,taxumap1,taxumap2
220325-LD-264.11,46.135563,-13.8123045
220325-LD-266.04,43.925697,-11.385901
220325-LD-268.03,47.874836,-11.937003
220325-LD-268.05,49.448673,-13.024329
220325-LD-270.04,43.733932,-11.514191
220325-LD-278.01,44.328117,-14.454925
220325-LD-279.01,45.819252,-13.628892
220325-LD-279.02,45.367783,-13.296591
220325-LD-279.03,45.26717,-13.314792
220325-LD-279.04,45.24197,-13.3574915
220325-LD-281.01,45.449543,-13.885801
220325-LD-283.01,46.42622,-13.693484
220325-LD-284.01,48.16486,-13.156925
220325-LD-284.02,46.857357,-13.266828
220325-LD-285.01,57.926487,-10.434848
220325-LD-285.02,57.937805,-10.481248
220325-LD-286.01,44.064877,-11.0536785
220325-LD-288.01,44.84488,-13.401411
220325-LD-289.01,46.805153,-13.527992
220325-LD-290.01,46.166016,-13.672892
220325-LD-291.01,44.56478,-13.81632
220401-LD-028.12,51.03048,-10.713165
220401-LD-028.13,44.314854,-11.247494
220401-LD-029.10,57.24792,-10.459564
220401-LD-094.08,48.261837,-13.115165
220401-LD-118.07,47.694763,-12.178733
220401-LD-119.12,49.78631,-12.992054
220401-LD-119.13,55.806927,-10.6286335
220401-LD-123.39,46.60251,-12.764327
220401-LD-123.41,45.773853,-12.676959
220401-LD-129.24,44.847404,-15.085037
220401-LD-129.25,54.990913,-10.905425
220401-LD-129.26,56.107494,-10.7239895
220401-LD-129.27,56.9496,-10.484246
220401-LD-129.28,57.217655,-10.365142
220401-LD-187.20,44.62657,-12.915096
220401-LD-202.03,49.966602,-10.459273
220401-LD-203.11,55.95681,-11.207602
220401-LD-279.05,45.437763,-13.572274
220401-LD-281.02,57.171345,-10.67727
220401-LD-281.03,57.89274,-10.434867
220401-LD-281.04,57.651203,-10.732767
220401-LD-281.05,57.028923,-10.86669
220401-LD-281.07,57.38223,-10.729587
220401-LD-281.08,57.931297,-10.51296
220401-LD-281.09,57.910427,-10.479632
220401-LD-281.10,56.74216,-10.421118
220401-LD-281.11,50.10876,-10.536427
220401-LD-281.12,50.44948,-10.652391
220401-LD-284.03,46.554115,-13.149302
220401-LD-284.04,46.796566,-13.325729
220401-LD-285.03,57.277576,-10.209386
220401-LD-292.01,49.973682,-10.485523
220401-LD-292.02,49.97602,-10.48036
220401-LD-293.01,44.63793,-14.283703
220401-LD-293.03,55.70702,-10.065229
220401-LD-294.01,57.939056,-10.474768
220401-LD-294.02,57.96569,-10.433189
220401-LD-294.03,57.968987,-10.446381
220401-LD-294.04,51.009327,-12.3906355
220401-LD-294.05,54.32192,-11.255301
220401-LD-294.06,51.020206,-12.391427
220401-LD-294.07,57.331688,-10.406509
220401-LD-294.08,57.298283,-10.422257
220401-LD-295.01,57.937134,-10.47197
220401-LD-295.02,57.07829,-10.628628
220401-LD-296.01,45.50822,-14.070893
220401-LD-297.01,45.137096,-14.133835
220401-LD-298.01,45.816376,-13.179336
220401-LD-299.01,44.992584,-13.859221
220401-LD-299.02,43.94909,-14.289551
220401-LD-300.01,48.93802,-13.391337
220401-LD-301.01,50.495552,-10.691423
220401-LD-302.01,50.309326,-10.499071
220401-LD-303.01,55.02326,-11.056562
220401-LD-303.02,43.95199,-10.988663
220401-LD-303.04,44.074154,-11.032459
220401-LD-304.01,44.213573,-14.442253
220401-LD-308.01,44.87184,-14.4949045
220418-LD-021.01,55.661934,-10.007575
220418-LD-029.11,56.707443,-10.487628
220418-LD-072.17,45.81675,-14.594947
220418-LD-072.18,45.59179,-14.545424
220418-LD-100.02,47.003323,-12.225373
220418-LD-118.08,47.866905,-11.926003
220418-LD-118.09,49.8376,-13.404503
220418-LD-187.21,48.65791,-13.217433
220418-LD-279.06,50.975445,-12.397538
220418-LD-279.07,51.012264,-12.38504
220418-LD-279.08,50.982155,-12.385142
220418-LD-284.06,55.59565,-10.070951
220418-LD-284.07,46.740635,-13.350256
220418-LD-303.05,44.129116,-11.068366
220418-LD-305.02,57.667717,-10.610188
220418-LD-308.02,51.104454,-10.740284
220418-LD-312.01,47.852997,-11.952038
220418-LD-312.02,47.899826,-11.898211
220418-LD-312.04,49.314198,-13.340501
220418-LD-312.05,56.808887,-10.245974
220418-LD-312.06,57.516644,-10.568424
220418-LD-313.01,56.837353,-10.767977
220418-LD-313.03,45.4253,-12.047585
220418-LD-315.01,44.607803,-12.012266
220418-LD-315.02,44.753174,-11.812619
220418-LD-317.01,50.270786,-10.481756
220418-LD-317.02,50.10556,-10.473106
220418-LD-317.03,51.027782,-10.724477
220418-LD-318.01,49.11656,-13.265962
220418-LD-319.01,49.504845,-12.52271
220422-LD-313.02,56.550907,-10.803686
220429-LD-312.03,49.340153,-13.357001
220610-LD-028.15,46.573097,-13.524211
220610-LD-029.12,47.06013,-13.607589
220610-LD-094.09,49.662582,-13.084749
220610-LD-128.05,45.38031,-12.750537
220610-LD-139.06,44.96684,-14.380068
220610-LD-249.02,43.909336,-11.8966465
220610-LD-256.06,44.548172,-14.522308
220610-LD-279.09,45.007374,-14.784143
220610-LD-279.10,44.744495,-14.749875
220610-LD-302.03,47.227135,-12.312615
220610-LD-303.06,57.1202,-10.789965
220610-LD-310.01,43.895756,-11.650645
220610-LD-310.02,43.9544,-11.70534
220610-LD-312.07,55.9385,-10.539119
220610-LD-312.08,55.69986,-10.619149
220610-LD-312.09,57.02942,-10.555242
220610-LD-316.01,48.941364,-13.220914
220610-LD-316.02,43.711994,-11.461426
220610-LD-317.04,44.706566,-13.544291
220610-LD-317.05,43.97495,-11.04751
220610-LD-317.06,56.866924,-10.783232
220610-LD-318.02,48.098015,-12.207898
220610-LD-318.03,48.063152,-12.188043
220610-LD-318.04,48.16906,-12.175368
220610-LD-318.07,48.071793,-12.206027
220610-LD-322.01,46.703712,-13.729112
220610-LD-324.01,56.58296,-10.7680435
220610-LD-326.01,50.17733,-10.484553
220610-LD-327.01,47.96236,-13.289449
220610-LD-328.01,44.61211,-12.759848
220610-LD-329.01,45.46556,-12.564292
220610-LD-330.01,57.50249,-10.455386
220610-LD-330.02,56.4179,-10.410831
220610-LD-330.04,57.29634,-10.365773
220610-LD-331.01,44.068306,-14.454721
220610-LD-332.01,45.067783,-13.584896
220610-LD-333.01,43.787617,-11.419541
220610-LD-336.02,46.614685,-13.648916
220610-LD-336.03,46.804787,-13.537583
220610-LD-336.04,44.59321,-14.544491
220610-LD-336.06,43.959045,-14.702076
220610-MICU-402.08,44.164165,-12.011573
220614-LD-001.07,44.37343,-14.175425
220614-LD-011.07,44.06909,-11.67788
220614-LD-011.08,44.19493,-11.787175
220614-LD-029.04,56.41735,-11.085261
220614-LD-074.07,45.762135,-12.840624
220614-LD-075.07,49.0938,-13.40865
220614-LD-084.07,43.949097,-14.656036
220614-LD-088.07,46.260834,-13.758782
220614-LD-094.10,43.929283,-11.008176
220614-LD-134.07,49.61968,-13.522294
220614-LD-134.16,49.536293,-13.6116495
220614-LD-160.01,43.82648,-11.187741
220614-LD-163.01,46.424923,-13.583994
220614-LD-179.05,44.12865,-14.12237
220614-LD-239.09,55.634773,-10.028897
220614-LD-270.06,44.253624,-12.024388
220614-LD-315.03,55.766136,-10.838218
220614-LD-317.09,56.657238,-10.212568
220614-LD-330.05,57.665695,-10.581478
220614-LD-336.08,44.0096,-14.504485
220614-LD-346.03,48.947906,-13.029554
220614-LD-346.04,49.80914,-11.038271
220614-LD-347.04,56.393333,-10.386965
220614-LD-353.01,43.847225,-11.312551
220706-LD-028.14,55.64357,-10.704124
220706-LD-123.30,50.009937,-10.509987
220706-LD-129.23,56.07091,-10.7512665
220706-LD-136.14,43.904404,-11.006654
220706-LD-208.06,49.436268,-13.505263
220706-LD-281.06,56.897343,-10.687967
220706-LD-284.05,46.653828,-13.144773
220706-LD-302.02,50.27572,-10.589141
220706-LD-303.03,43.906315,-11.05364
220706-LD-327.02,48.064808,-13.168626
220706-LD-363.02,46.48482,-13.590029
